job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,sentence_id,sentence_text
in-204d322276e64487,,"Coding, developing, and documenting software specifications",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-204d322276e64487_0006,"Analyze and amend software errors in a timely and accurate fashion. Coding, developing, and documenting software specifications throughout the project life cycle."
in-d4730be1476234d7,,vetting Relativity workspaces and file share folders,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-d4730be1476234d7_0001,"Relativity Archiving Analyst Employment Type: Full -Time, Experienced Department: Information Technology CGS is seeking a Relativity Archiving Analyst, who will be responsible for vetting Relativity workspaces and file share folders and archiving or purging them."
in-d4730be1476234d7,,archiving or purging them,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-d4730be1476234d7_0001,"Relativity Archiving Analyst Employment Type: Full -Time, Experienced Department: Information Technology CGS is seeking a Relativity Archiving Analyst, who will be responsible for vetting Relativity workspaces and file share folders and archiving or purging them."
in-d4730be1476234d7,,contribute to government innovation,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-d4730be1476234d7_0005,"To carry out our mission, we are seeking candidates who are excited to contribute to government innovation, appreciate collaboration, and can anticipate the needs of others."
in-d4730be1476234d7,,appreciate collaboration,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-d4730be1476234d7_0005,"To carry out our mission, we are seeking candidates who are excited to contribute to government innovation, appreciate collaboration, and can anticipate the needs of others."
in-d4730be1476234d7,,anticipate the needs of others,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-d4730be1476234d7_0005,"To carry out our mission, we are seeking candidates who are excited to contribute to government innovation, appreciate collaboration, and can anticipate the needs of others."
in-6d2b65f7e738e5fe,,"translating business goals into scalable architectures,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0004,"This is a client -facing leadership role responsible for translating business goals into scalable architectures, guiding delivery teams, and driving technical decisions across multiple workstreams."
in-6d2b65f7e738e5fe,,"guiding delivery teams,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0004,"This is a client -facing leadership role responsible for translating business goals into scalable architectures, guiding delivery teams, and driving technical decisions across multiple workstreams."
in-6d2b65f7e738e5fe,,driving technical decisions,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0004,"This is a client -facing leadership role responsible for translating business goals into scalable architectures, guiding delivery teams, and driving technical decisions across multiple workstreams."
in-6d2b65f7e738e5fe,,define end -to -end solution blueprints,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,"ensure quality and reliability,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,communicate trade -offs clearly,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0005,"You will partner with product, engineering, security, and platform teams to define end -to -end solution blueprints (front -end, back -end, integration, data, and infrastructure), ensure quality and reliability, and communicate trade -offs clearly to technical and non -technical stakeholders."
in-6d2b65f7e738e5fe,,Act as a primary technical point of contact for client stakeholders,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0008,"Stakeholder Management Act as a primary technical point of contact for client stakeholders (engineering leadership, architects, product owners). Communicate architecture decisions and trade -offs with clarity and confidence; create executive -ready summaries when needed."
in-6d2b65f7e738e5fe,,Communicate architecture decisions and trade -offs with clarity and confidence;,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0008,"Stakeholder Management Act as a primary technical point of contact for client stakeholders (engineering leadership, architects, product owners). Communicate architecture decisions and trade -offs with clarity and confidence; create executive -ready summaries when needed."
in-6d2b65f7e738e5fe,,create executive -ready summaries,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-6d2b65f7e738e5fe_0008,"Stakeholder Management Act as a primary technical point of contact for client stakeholders (engineering leadership, architects, product owners). Communicate architecture decisions and trade -offs with clarity and confidence; create executive -ready summaries when needed."
in-209713b7f9b715dc,,"designing, developing, and implementing integration solutions.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0006,"We are looking for a candidate with the following education and technical skills: Bachelor’s degree in health information computer science, software engineering, or a related field. At least five (5 +) years of designing, developing, and implementing integration solutions."
in-209713b7f9b715dc,,communicator.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0009,The ideal candidate will also be a: Great communicator.
in-209713b7f9b715dc,,convey technical and non -technical information to audience,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0010,"You know how to convey technical and non -technical information to audience of different background. Liaise with various teams, cooperate with business stakeholders, project managers and business analysts."
in-209713b7f9b715dc,,Liaise with various teams,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0010,"You know how to convey technical and non -technical information to audience of different background. Liaise with various teams, cooperate with business stakeholders, project managers and business analysts."
in-209713b7f9b715dc,,"cooperate with business stakeholders, project managers and business analysts.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0010,"You know how to convey technical and non -technical information to audience of different background. Liaise with various teams, cooperate with business stakeholders, project managers and business analysts."
in-209713b7f9b715dc,,Self starter.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0011,Be the interface of the Integration Services to other teams. Self starter.
in-209713b7f9b715dc,,technical inquisitive mind,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0013,You have a technical inquisitive mind and are interested in finding new technologies and ways of using them in our domain of activity. Excellent leadership skills.
in-209713b7f9b715dc,,finding new technologies and ways of using them,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0013,You have a technical inquisitive mind and are interested in finding new technologies and ways of using them in our domain of activity. Excellent leadership skills.
in-209713b7f9b715dc,,leadership,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0013,You have a technical inquisitive mind and are interested in finding new technologies and ways of using them in our domain of activity. Excellent leadership skills.
in-209713b7f9b715dc,,strategic thinker,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,see the big picture,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,"align the analysis with the business goals,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,understand stakeholder pain points,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,"communicate clearly,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,display accountability,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,"adaptability,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,show initiative,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,taking charge of opportunities,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,improve systems or processes.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0014,"You are a strategic thinker, you see the big picture and align the analysis with the business goals, you understand stakeholder pain points and communicate clearly, display accountability and adaptability, show initiative by taking charge of opportunities to improve systems or processes."
in-209713b7f9b715dc,,Translate business requirements into technical design.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0016,Translate business requirements into technical design.
in-209713b7f9b715dc,,Analyze pros and cons as well as points of failure.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0017,Analyze pros and cons as well as points of failure. Development: develop interfaces in BizTalk and all the necessary artefacts.
in-209713b7f9b715dc,,develop interfaces in BizTalk and all the necessary artefacts.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0017,Analyze pros and cons as well as points of failure. Development: develop interfaces in BizTalk and all the necessary artefacts.
in-209713b7f9b715dc,,"Adhere to coding standards, naming conventions and established guidelines.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0018,"Adhere to coding standards, naming conventions and established guidelines."
in-209713b7f9b715dc,,Obtain project sign -off,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0019,"Obtain project sign -off and document lessons learned. Maintenance and support: provide ongoing support and maintenance, including applying patches and updates. Serve as the SME to integration staff and management."
in-209713b7f9b715dc,,document lessons learned.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0019,"Obtain project sign -off and document lessons learned. Maintenance and support: provide ongoing support and maintenance, including applying patches and updates. Serve as the SME to integration staff and management."
in-209713b7f9b715dc,,"provide ongoing support and maintenance,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0019,"Obtain project sign -off and document lessons learned. Maintenance and support: provide ongoing support and maintenance, including applying patches and updates. Serve as the SME to integration staff and management."
in-209713b7f9b715dc,,applying patches and updates.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0019,"Obtain project sign -off and document lessons learned. Maintenance and support: provide ongoing support and maintenance, including applying patches and updates. Serve as the SME to integration staff and management."
in-209713b7f9b715dc,,Serve as the SME to integration staff and management.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0019,"Obtain project sign -off and document lessons learned. Maintenance and support: provide ongoing support and maintenance, including applying patches and updates. Serve as the SME to integration staff and management."
in-209713b7f9b715dc,,Ensure proper communication between different groups.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0020,Ensure proper communication between different groups.
in-209713b7f9b715dc,,Review the work of other team members for compliance with the established guidelines.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0021,Review the work of other team members for compliance with the established guidelines.
in-209713b7f9b715dc,,Organize presentations and knowledge transfer sessions.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0022,Organize presentations and knowledge transfer sessions.
in-209713b7f9b715dc,,Act as a mentor for junior staff.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0023,Act as a mentor for junior staff. Research: evaluate new technologies and industry trends for applicability within our environment; evaluate their support and technical capabilities to make sure they meet the FH standards and vision.
in-209713b7f9b715dc,,Research:,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0023,Act as a mentor for junior staff. Research: evaluate new technologies and industry trends for applicability within our environment; evaluate their support and technical capabilities to make sure they meet the FH standards and vision.
in-209713b7f9b715dc,,evaluate new technologies and industry trends,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0023,Act as a mentor for junior staff. Research: evaluate new technologies and industry trends for applicability within our environment; evaluate their support and technical capabilities to make sure they meet the FH standards and vision.
in-209713b7f9b715dc,,evaluate their support and technical capabilities,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0023,Act as a mentor for junior staff. Research: evaluate new technologies and industry trends for applicability within our environment; evaluate their support and technical capabilities to make sure they meet the FH standards and vision.
in-209713b7f9b715dc,,make sure they meet the FH standards and vision.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0023,Act as a mentor for junior staff. Research: evaluate new technologies and industry trends for applicability within our environment; evaluate their support and technical capabilities to make sure they meet the FH standards and vision.
in-209713b7f9b715dc,,Present prototypes to the team,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0024,Present prototypes to the team and discuss possible future of a technology or another.
in-209713b7f9b715dc,,discuss possible future of a technology,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0024,Present prototypes to the team and discuss possible future of a technology or another.
in-209713b7f9b715dc,,Provide consultation and advice to Management,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0025,Provide consultation and advice to Management on technological alternatives and solutions.
in-209713b7f9b715dc,,Write Briefing Notes,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0026,Write Briefing Notes and provided recommendations on the best path to take.
in-209713b7f9b715dc,,provided recommendations on the best path to take.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0026,Write Briefing Notes and provided recommendations on the best path to take.
in-209713b7f9b715dc,,"Provides advice, guidance, and direction",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0028,"Provides advice, guidance, and direction to an assigned portfolio in the areas of knowledge management, and decision support; in clinical and corporate business areas which includes the development and implementation of application architecture."
in-209713b7f9b715dc,,Provides expertise on enterprise -wide projects,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0029,"Provides expertise on enterprise -wide projects, serves as back up to the Portfolio Manager in the area of team leadership."
in-209713b7f9b715dc,,serves as back up,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0029,"Provides expertise on enterprise -wide projects, serves as back up to the Portfolio Manager in the area of team leadership."
in-209713b7f9b715dc,,team leadership.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0029,"Provides expertise on enterprise -wide projects, serves as back up to the Portfolio Manager in the area of team leadership."
in-209713b7f9b715dc,,Provides strategic guidance,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0031,Provides strategic guidance in the project design phases and works within assigned budget and provides reports or raises concerns as necessary.
in-209713b7f9b715dc,,works within assigned budget,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-209713b7f9b715dc_0031,Provides strategic guidance in the project design phases and works within assigned budget and provides reports or raises concerns as necessary.
