knowledge,freq,mean_confidence,confidence_score,job_id,source,best_future_domain,trend_label,trend_score,similarity,future_weight,job_text,review_id,human_valid,human_notes,reviewer_id
geotechnical engineering,1,0.75,0.75,in-a794eba7547094f4,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.20870021,0.0,"At Okane, we're committed to fostering a diverse, equitable, and inclusive workplace, where every individual is valued for their unique contributions.
We believe in personal and professional development, offering opportunities for continuous learning and growth.
At Okane, we foster the opportunity for everyone to grow and develop their skills that align with their career path.
As we continue to expand our global presence, we're looking for individuals who share our values and are dedicated to making a positive impact in the world.
Our workplace culture is defined by the everyday behaviours of our team and driven by our Core Values: Passionate, Thoughtful & Caring, Smart & Clever, Positive and Humble. We believe in flexibility, work -life balance, and an open -door approach to communication.
How to Apply: If you’re ready to make a meaningful impact in the mining industry and contribute to sustainable land stewardship, we’d love to hear from you.
Please submit your resume and a cover letter detailing your experience and why you’re a great fit for this role before February 25th, 2025 . Please note that only those candidates who are selected will be contacted.
If you require an adjustment during the recruitment/interview process, please let the HR team know, and we will work with you to meet your needs.
For more information about Inclusion, Diversity & Equity at Okane, please click here: Diversity, Equity, and Inclusion • Okane Consultants.
Our dedicated teams span across the globe, connecting people from diverse backgrounds and perspectives.
Why Join Okane?
Our work challenges the status quo — we advocate for meaningful partnerships with communities, including Indigenous rightsholders, and design solutions that create lasting financial, environmental, and social value.
We’re growing in the Oceania region and are on the lookout for an ambitious Intermediate Geotechnical Engineer to join our dynamic team.
Lastly, you'll develop your critical thinking skills by formulating important insights and translating those into practical recommendations for our clients. You model Okane’s Core Values in every client interaction and are a trusted voice within the team. You actively integrate health, safety and environmental considerations into every aspect of your work.
Plus, you will have the opportunity to mentor junior staff and help them grow! In our fast -paced environment, your adaptability and prioritization skills will shine as you navigate unexpected challenges.
Come be a part of a visionary journey that is all about making a positive impact.
This role is open to our Brisbane or Perth offices.
At Okane, we believe that integrated mine closure planning is just the starting point to ‘Help Create a Better Tomorrow’.
We work with mining companies to return land responsibly and safely, enabling what comes next to serve both people and the planet.
From early -stage planning through to relinquishment, we’re helping reshape the future of mining — and we’re looking for people who want to be part of that transformation.
Are you someone passionate about reshaping the mining industry from early -stage planning to relinquishment and making a positive impact through geotechnical work? If that sounds like you, we’d love to meet you.
Your insights will be vital as you communicate with our technical leaders. We take a holistic approach to decision -making, ensuring we consider financial, social, and environmental impacts on Okane.",know_6432e3524a11,,,
JDeveloper,1,0.75,0.75,in-73b5ece9f9ecc3a9,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.16896826,0.0,"Familiarity with Agile methodologies and tools such as JIRA or Confluence.
Develop and configure services (SOAP/REST), message transformations (XSLT/XQuery), and routing logic using OSB and SOA components.
Lead the implementation of integration projects across cloud, on -premise, and hybrid environments using Oracle Fusion Middleware. Work closely with business analysts, architects, and other developers to understand requirements and translate them into robust technical solutions.
Role - Oracle SOA Middleware Developer Location - Toronto ( Hybrid ) Role Description: Design and develop integration solutions using Oracle SOA Suite, Oracle Service Bus (OSB), BPEL, Mediators, and Adapters.
Experience with version control systems like Git or SVN and CI/CD tools. Desirable Skills: Exposure to Oracle Integration Cloud (OIC) or other cloud -native integration platforms.
Knowledge of messaging and event -driven architecture using JMS, AQ, or Kafka.
Oracle certifications in Fusion Middleware or SOA Suite.
Experience with Java, PL/SQL, and scripting for automation and customization.
Participate in code reviews and mentor junior developers on best practices in integration development.
Strong understanding of middleware security, error handling, and fault policies.
Proficiency in JDeveloper, Enterprise Manager (OEM), and WebLogic Server administration.
Experience in integrating with Oracle ERP (Fusion or EBS), CRM, and 3rd -party systems.
Support SIT/UAT testing cycles and provide production support for deployed interfaces. Essential Skills: Bachelor's degree in Computer Science, Engineering, or related field.5 + years of hands -on experience in Oracle Fusion Middleware, including OSB, SOA Suite, and BPEL.
Expertise in web services development (SOAP/REST), XSLT, XSD, WSDL, and XML.
Monitor, troubleshoot, and optimize integration services and middleware performance.Ensure secure, reliable, and scalable integration architecture following best practices and enterprise standards.Maintain documentation including technical specifications, solution diagrams, and deployment guides.",know_20407b34bd48,,,
CrossRef,1,0.75,0.75,in-e4187db23d86d9a0,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.14284596,0.0,"This is a unique opportunity to build retrieval and evaluation capabilities that power discovery experiences for millions of users — from researchers accelerating innovation to clinicians making evidence -based decisions.
This role will lead a group of applied scientists advancing lexical, vector, and hybrid retrieval systems; designing robust evaluation frameworks; and shaping the foundation of Elsevier’s next -generation search and AI ecosystem.
About the role: We are seeking a Search and Evaluation Data Science Team Lead to join Elsevier’s Platform Data Science organisation — the team driving enterprise -scale AI, retrieval, and evaluation innovation across Elsevier’s global platforms.
Preferred Skills Experience deploying retrieval -enhanced LLMs and hybrid retrieval pipelines in production environments. Familiarity with scientific ontologies and metadata standards (e.g., MeSH, UMLS, ORCID, CrossRef). Strong communication and stakeholder management skills, with the ability to bridge data science, engineering, and product domains. Prior experience in academic publishing, research intelligence, or enterprise -scale AI systems.
Flexible working hours - flexing the times when you work in the day to help you fit everything in and work when you are the most productive.
These products leverage retrieval -augmented generation (RAG), semantic search, and generative AI to make knowledge more discoverable, connected, and actionable across disciplines.
As the landscape of science and healthcare evolves, we are pioneering intelligent discovery experiences — from Scopus AI and LeapSpace to ClinicalKey AI, PharmaPendium, and next -generation life sciences platforms.
Data Science Team Lead, Search & Evaluation About the team: Elsevier’s mission is to help researchers, clinicians, and life sciences professionals advance discovery and improve health outcomes through trusted content, data, and analytics.",know_7f3aa17a9d2b,,,
SIP,1,0.75,0.75,in-443f3ba3c65aa81b,LLM,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.15787251,0.0,"The Canada base salary range for this full -time position is expected to be between $96,800 - $118,300 annually.
Preferred Qualifications Experience with Express.js or similar Node.js frameworks. Experience involving real -time networking and/or cloud -native development. Familiarity with cloud platforms (GCP) is a plus.
Technical Skills & Qualifications JavaScript Ecosystem: Strong fundamentals in JavaScript (ES6 +) , TypeScript , and Node.js . Backend Fundamentals: Basic proficiency in Golang ; understanding of structs, interfaces, and how to write clean, concurrent code. Frontend Skills: Experience building web applications with React . Database Basics: Familiarity with SQL (PostgreSQL) and an interest in distributed caching with Redis . Infrastructure Interest: E xposure to Linux , Git , and containerization; curiosity about Kubernetes and VoIP protocols (SIP/RTP).
This role is ideal for a developer who is comfortable with TypeScript and React on the frontend and is eager to learn how to deploy and secure high -scale communication systems in Kubernetes .
You will work across a diverse modern stack, using Node.js for rapid API development and Golang for performance -critical backend services.
We are seeking a Full -Stack Developer to help build our next -generation web portal.",know_7eb2de9ed94d,,,
pneumatic ejection,1,0.75,0.75,in-530771fbfe728d26,LLM,Process Automation & RPA,Moderate_Growth,0.5,0.0695578,0.0,"On the production side, you will help move projects through client plant design, build, factory acceptance testing, and installation, while continuously improving processes to support scalability.
Your design work will focus on improving pneumatic ejection performance and packaging components to operate reliably in harsh, high -throughput environments.
Quantisort 2 .0 is a versatile, high -speed optical sorter used across multiple waste industries.
We are now looking for a Year in Industry Mechanical Design Engineer to support the continuous development of our products.
In this role, you will take ownership of key mechanical subsystems within Qualibot and Quantisort 2 .0, designing, testing, and improving components.
We already count several of the world’s largest waste management companies among our clients and are experiencing accelerated growth.
This is a highly varied role centered on an innovative product in a fast -paced “scale up” environment, offering real responsibility and exposure across the full product lifecycle.
You will work across both the design and production teams, based mainly at our manufacturing centre in east London, with occasional site visits to gain hands -on industrial experience.",know_e7f0517a7235,,,
Hybrid Join,1,0.75,0.75,in-fb45f01ebbc2a223,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.11874382,0.0,"A delivery -focused Intune engineer who can deploy | migrate | package applications | troubleshoot | and stabilize Intune and co -managed environments.
Detection rules | requirements | dependencies | and supersedence.
Implement and operate SCCM Intune co -management | including workload migration.
Manage Windows 10 11 devices in cloud -native and hybrid environments.
Configure Intune configuration profiles | compliance policies | and security baselines.
Microsoft Endpoint or M365 certifications.
Migrate applications from SCCM to Intune.
Nice to Have: Intune management of iOS Android devices.
Manage device lifecycle including provisioning | patching | compliance | and retirement.
Configure Windows Update for Business via Intune.
Integrate Intune with Entra ID | Defender for Endpoint | and Conditional Access.
Provide L3 L4 support for Intune and application deployment issues.
Create operational documentation and SOPs.
Win32 (.intunewin) | MSI | EXE | PowerShell -based deployments.
Application Packaging (Mandatory): Strong hands -on experience with Intune application packaging and deployment.
Enterprise -scale Intune migration experience.
Implement and support Windows Autopilot (AAD Join Hybrid Join).
Key Responsibilities: Microsoft Intune & Endpoint Management: Deploy | manage | and support Microsoft Intune as the primary endpoint management platform.
PowerShell scripting for automation and remediation.
Troubleshoot Intune application deployment failures.
Required Skills & Experience: Experience 7 years of experience in Windows endpoint management.
Strong hands -on expertise in Microsoft Intune (mandatory).
Proven experience with SCCMIntune co -management and Intune -only deployments.
Strong knowledge of Windows 10 11 | Entra ID | Autopilot | and WUfB.
Excellent Intune application packaging experience.
The ideal candidate must have excellent Intune application packaging experience and be capable of deploying | migrating | and supporting modern endpoint management solutions.
Role: Intune Modern Endpoint Management Engineer (SCCM Co -Management) Location : Calgary , Ab Role Summary: We are looking for a hands -on Intune specialist with strong experience in SCCM Intune co -management and full Intune environments.",know_34fd164002e5,,,
AV equipment,1,0.75,0.75,in-a365d58724aaf9f6,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.19769338,0.0,"In this role, you will support worship services and church events by capturing, editing, and producing high -quality video content or mixing sound through a mixing console.
You will be responsible for the setup, operation, and maintenance of AV equipment including video cameras, microphones, lighting, streaming software, and more.
We work to reflect and be representative of the communities in which we serve and in which we reside.
Qualified individuals with disabilities and disabled veterans who need assistance or an accommodation in our job application process should contact careers@alfredstreet.org.
An offer of employment is contingent on successfully passing a background check.
Alfred Street Baptist Church (ASBC), a thriving faith -based institution with a rich history and vibrant ministry, is seeking a creative and technically skilled AV Multimedia Specialist to join our Audio/Visual and Production Team.
We are committed to creating a diverse, equitable and inclusive work environment that embraces and encourages different perspective.",know_e9d2df50b621,,,
financial systems,1,0.75,0.75,in-e1f6fb04d77bbcd3,LLM,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.48031488,0.2401574403047561,"Senior Kafka Engineer – Real Estate Data Platform Location: London, UK (Onsite) Type: Permanent ⸻ Role Overview We are seeking a Senior Kafka Engineer to design, build, and manage scalable real -time data streaming platforms that support enterprise property management and analytics systems.
The role will focus on building an event -driven data platform that connects property management systems, tenant platforms, financial systems, and building operations data to enterprise analytics and AI platforms.",know_32da8c6b778c,,,
offline feeds,1,0.75,0.75,in-12e4e1edda8ca7ae,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.11001992,0.0,"You will join a hands -on development team that fosters creativity and generates novel solutions based on engineering excellence, and will be a part of an innovative impactful team making a difference. Description Come join the ASE Core Services team!
We strive to provide a flawless experience for millions of developers and customers.
The ASE (Apple Services Engineering) Core Services team is looking for a Sr.
Software Engineer to help build creative features that will enhance the experience of using these services for our millions of customers around the world.
We will work on building and enhancing large -scale systems using distributed data stores with a strong focus on scalability and performance.
We partner with a variety of cross and multi -functional team members from a diverse array of groups across the company.
You'll work with like -minded experts to develop solutions to meet product requirements and new architectures to extend our capabilities and platforms.
You will also help develop a data transformation platform by working with various Big Data technologies to optimally deliver millions of updates to hundreds of consumers in an efficient and timely manner.
Has attention to detail and can context switch across multiple projects.
To enhance the online content system, you will find innovative ways to weave together various technologies to push the boundaries of the CAP theorem and think about performance in terms of median, 95th, and 99th percentile.
You will work cross -functionally to understand what content metadata is needed to power upcoming features and then model the metadata into cohesive entities.
Together, we will model content metadata into catalog and editorial entities to power all of our services, and serve these entities worldwide through our online content system and offline feeds.
Consumers include partners within Apple, like Shazam and Siri, as well as partners outside of Apple to improve our integrations with 3rd party platforms. Preferred Qualifications Experience with mentoring, guiding, and motivating other team members.
Interest in music and playlists. Minimum Qualifications BS or MS in Computer Science or a related field with 6 + years of experience.
Effectively collaborate with engineers, product managers, designers, collaborators, partners, etc.
Enjoys deep technical and product discussions.
Can see the big picture, set a vision, and grow the team and platform in accordance to that vision.
Experience with Big Data technologies like Spark and Hadoop ecosystem.
Exceptional analytical skills combined with a deep knowledge of data structures and algorithms.
Experience with NoSQL data stores like Solr, Elastic Search, Redis, Memcached, Cassandra, Voldemort, etc.
Experience integrating messaging technologies like Kafka.
Experience with Java.
Hands -on experience working on scalable web services and features that span multi -functional teams.",know_c118abe338b2,,,
SSRS,1,0.75,0.75,in-17826d4303fc4d24,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.20663495,0.0,"# Description The BI Developer plays a crucial role in developing and maintaining Business Intelligence (BI) solutions to support the data -driven needs of DACB.
This includes the creation of Power BI dashboards, paginated reports, and collaboration with cross -functional teams to understand their reporting requirements.
The ideal candidate will have a strong background in SQL, SSRS, and SSIS, with the additional capability of leveraging Azure data platforms and MS Purview.",know_fbfd1c8853d1,,,
data libraries,1,0.75,0.75,in-f156d49da1140e9c,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.36920142,0.1846007108688354,"We value different perspectives and are committed to creating an environment that embraces diverse backgrounds and fosters inclusion.
We’re passionate, creative, and innovative, and together as a team, we continually strive to advance, accelerate, and expand the reach of our technology.
At iPipeline, you’ll play a major role in helping us to provide best -in -class, transformative solutions.
With one of the industry’s largest data sets, we help advisors/advisers and agents to transform paper and manual operations into a secure, seamless digital experience – from proposal to commission– so they can help better secure the financial futures of their clients.
We’re proud that we’ve been recognized as a repeat winner of various industry awards, demonstrating our excellence and highlighting us as a top workplace in both the US and the UK.
Our vision is to help everyone achieve lasting financial security by delivering innovative solutions that connect, simplify, and transform the industry. iPipeline is proud to be an Equal Opportunity Employer.
We couple one of the most expansive digital and automated platforms with one of the industry’s largest data libraries to accelerate, automate, and simplify various applications, processes, and workflows – from quote to commission – with seamless integration.
All qualified applicants will receive consideration for employment without regard to gender, race, color, religious creed, national origin, age, sexual orientation, gender identity, physical or mental disability, and/or protected veteran status. We are committed to building a supportive and inclusive environment for all employees. This is an office -based position. Responsibilities: The Software Test Engineer is responsible for supporting software testing activities to ensure that software products function as intended and meet defined requirements.
The role involves developing and executing test plans and procedures, maintaining automated test scripts, and identifying defects during the testing process.
Come join our team! About iPipeline Founded in 1995, iPipeline operates as a business unit of Roper Technologies (Nasdaq: ROP), a constituent of the Nasdaq 100, S &P 500®, and Fortune 1000® indices. iPipeline is a leading global provider of comprehensive and integrated digital solutions for the life insurance and financial services industries in North America, and life insurance and pensions industries in the UK.
We believe that the culture we’ve built for our nearly 900 employees around the word is exceptional - and we’ve created a place where our employees love to come to work, every single day.
Overview: As a global market leader, iPipeline combines technology, innovation, and expertise to deliver ground -breaking, award -winning software solutions that transform the life insurance, financial services, and protection industries.",know_de2fcaf1339f,,,
data centre fabrics,1,0.75,0.75,in-2f5b3f13e615982a,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.28551325,0.0,"We’ll expect you to have proven design, implementation, and management of enterprise -grade networks using Cisco and Arista platforms with experience including, Arista Fabric with VxLAN on -prem deployment, Traditional Cisco enterprise deployment and extensive knowledge of layer 2 and 3 protocols to build scalable and resilient networks such as STP, OSPF, BGP, VxLAN, EVPN.
We’ll also look to you to conduct technical peer reviews of network changes and deployments to ensure quality and consistency along with proactively contributing improvement ideas, as well as challenging and reviewing designs, solutions and architectural decisions.
We’ll expect you to have in depth knowledge and experience working in financial services environments, designing, deploying and troubleshooting multicast market data delivery platforms across both Cisco and Arista (VxLAN) platforms.
We’ll look to you to collaborate with Product Owners to develop product roadmaps and manage the lifecycle of the team's products and support engineered products to respond to customer feedback, new feature requests, resolve production issues and help customers consume our products.
You’ll also lead VXLAN deployments and ensure seamless integration across data centre fabrics.",know_f9ead1d33632,,,
manufacturing services processes,1,0.75,0.75,in-e26b52256be0f85c,LLM,Process Automation & RPA,Moderate_Growth,0.5,0.36651573,0.1832578629255294,"Engineering 2 is a core role at Creation Technologies, focused on executing moderately complex to complex engineering tasks required in the creation, configuration and optimization of industrial processes required to produce and/or test Circuit Card Assemblies (CCAs) and/or box assemblies.
We're committed to bringing passion and customer focus to the business.
It's fun to work in a company where people truly BELIEVE in what they're doing!
It’s a role that combines hands -on experience with professional growth and a pathway for further career in advancement in the field.
This role executes engineering activities within the engineering team with the support of Engineering Management.
Canada: Title for the position will be in accordance with applicable national and local laws.
All information related to accommodation requests will be handled confidentially.
If you are contacted regarding the position, please inform our Talent Acquisition team of any accommodations you may need during the recruiting process.
You will be connected with our Talent Acquisition team.
This intermediate -level engineering position is crucial for those continuing their career in electronics manufacturing services, providing an opportunity to apply theoretical knowledge in a practical setting while deepening several areas of subject matter expertise while adhering to industry standards and practices.
This is not a guarantee of compensation or salary, as a final offer amount may vary based on factors including but not limited to experience, education, location, and shift. #HPIf you like wild growth and working with happy, enthusiastic over -achievers, you'll enjoy your career with us! Creation Technologies is an equal opportunity/affirmative action employer.
Full -time employees are also eligible for performance -based bonuses and benefits.
Deals with complex escalated issues as necessary. Engages in the documentation of manufacturing processes and procedures, ensuring accurate records and adherence to protocols. Maintains and/or troubleshoots the equipment, tools and tooling necessary for electronic manufacturing processes, minimizing downtime, and maintaining production efficiency.
DUTIES AND RESPONSIBILITIES include, but not limited to: Engages in the setup and process readiness of manufacturing processes, including equipment & tooling, while ensuring optimal performance and adherence to safety standards. Demonstrates a good understanding of electronics principles and manufacturing services processes. Executes standard engineering projects and tasks, including prototype projects, and performs technical work within the engineering team, ensuring compliance with quality standards and that products meet customer required specifications and standards.
If you require any accommodations to complete the application process or need the job posting in an alternative format, please email Accessibility@creationtech.com.",know_7367fffabdee,,,
Planning and Change Management processes,1,0.75,0.75,in-361c0675a3147072,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.35779426,0.1967868402600288,"Job Details: Salary Range: £32,061 - £33,699 per annum Work Location: Hampshire and Isle of Wight Fire and Rescue Service HQ, Eastleigh Hours per week: 37 Contract Type: Permanent Closing Date: 6 April 2026 Join Our Team as Planning and Change Officer!
Are you ready to contribute to the Services Planning and Change Management processes ensuring critical business activities are achieved according to timelines and expectations.
Hampshire and Isle of Wight Fire and Rescue Service (HIWFRS) are looking for an organised, proactive, methodical individual who has an interest in assurance and has excellent communication skills.
In this new role, you'll be key to facilitating the Service’s annual planning cycle by working closely with stakeholders and monitoring the progress of change activity and impact assessments through data analysis and insights.
Everyone Playing Their Part - Recognising the contribution we all make. Vetting Requirements: This post is subject to a Standard DBS Check.
Contact Details for an Informal Discussion: Becky Leigh, Head of Corporate Governance and Support on rebecca.leigh@hantsfire.gov.uk or Terri Burns, Planning, Change and Assurance Manager on theresa.burns@hantsfire.gov.uk Hampshire and Isle of Wight Fire and Rescue Service is committed to safeguarding and promoting the welfare of children, young people and adults.",know_dede996718ad,,,
Microsoft Intune,1,0.75,0.75,in-fb45f01ebbc2a223,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.27263558,0.0,"A delivery -focused Intune engineer who can deploy | migrate | package applications | troubleshoot | and stabilize Intune and co -managed environments.
Detection rules | requirements | dependencies | and supersedence.
Implement and operate SCCM Intune co -management | including workload migration.
Manage Windows 10 11 devices in cloud -native and hybrid environments.
Configure Intune configuration profiles | compliance policies | and security baselines.
Microsoft Endpoint or M365 certifications.
Migrate applications from SCCM to Intune.
Nice to Have: Intune management of iOS Android devices.
Manage device lifecycle including provisioning | patching | compliance | and retirement.
Configure Windows Update for Business via Intune.
Integrate Intune with Entra ID | Defender for Endpoint | and Conditional Access.
Provide L3 L4 support for Intune and application deployment issues.
Create operational documentation and SOPs.
Win32 (.intunewin) | MSI | EXE | PowerShell -based deployments.
Application Packaging (Mandatory): Strong hands -on experience with Intune application packaging and deployment.
Enterprise -scale Intune migration experience.
Implement and support Windows Autopilot (AAD Join Hybrid Join).
Key Responsibilities: Microsoft Intune & Endpoint Management: Deploy | manage | and support Microsoft Intune as the primary endpoint management platform.
PowerShell scripting for automation and remediation.
Troubleshoot Intune application deployment failures.
Required Skills & Experience: Experience 7 years of experience in Windows endpoint management.
Strong hands -on expertise in Microsoft Intune (mandatory).
Proven experience with SCCMIntune co -management and Intune -only deployments.
Strong knowledge of Windows 10 11 | Entra ID | Autopilot | and WUfB.
Excellent Intune application packaging experience.
The ideal candidate must have excellent Intune application packaging experience and be capable of deploying | migrating | and supporting modern endpoint management solutions.
Role: Intune Modern Endpoint Management Engineer (SCCM Co -Management) Location : Calgary , Ab Role Summary: We are looking for a hands -on Intune specialist with strong experience in SCCM Intune co -management and full Intune environments.",know_1f9e911bea63,,,
Confluence,2,0.75,0.75,in-35e03ae1caff1780,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.29644516,0.0,"Jira, Confluence, Excel) Excellent communication and leadership skills Problem -solving and conflict -resolution ability Outstanding organizational skills Pay: $1,800 .00 - $3,000 .00 per month Work Location: In person
Scrum, Kanban, XP, Automated Testing) Good knowledge of Project Management tools (e.g.
As an Assistant Project Manager, you will be responsible for creating strong delivery processes and ensuring on -time delivery for your agile teams.
You will collaborate with cross -functional teams to drive product from conception to multi -country rollout in production and provide visibility on progress and timelines to leadership and stakeholders alike.",know_1ce38b99de0b,,,
engineering delivery practices,1,0.75,0.75,in-a2a8769491dd2881,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3304664,0.1321865558624267,"Our Build department brings together engineering, product, and design to create the most trusted and effective crisis care platform in the industry.
Together, we are building technology that enables safe, reliable crisis conversations, empowers global affiliates to operate support services, and advances a services - and API -first architecture that integrates data and predictive insights across the platform. # The Role We are seeking an exceptional Senior Engineering Manager to lead the Conversation Applications Team (CAT) — the team responsible for the systems that power real -time crisis conversations.
TXamTkFfMd
Our technology powers life -saving crisis support across the U.S. and around the world, connecting people to trained counselors when they need help most.
# Who We Are At Crisis Text Line, our mission is to promote mental well -being for people wherever they are.
Starting salary will vary by location, qualifications, and prior experience; during the interview process, candidates will learn the starting salary range applicable for their location.
We pay competitively in the tech -forward nonprofit space and offer a robust benefits package. Benefits & Well -Being Crisis Text Line recognizes that we are all unique human beings with unique life circumstances, and our benefits package aims to be as flexible as possible to support your needs as you work to promote mental well -being for people, wherever they are.
Our benefits package is thoughtfully designed using an equity lens, with input from our team and from industry best practices.
This leader will guide the evolution of our Crisis Care Platform, helping transition legacy PHP services to Go -based systems, while strengthening our API -first architecture, platform reliability, observability, and engineering delivery practices.
Own the technology strategy and develop a plan to modernize core platform services (PHP Go), defining service boundaries, architectural patterns, and dependency sequencing across the CTL platform, volunteer management lifecycle, and other core services. Shipping Features - Own the execution and delivery of client -facing features by leading an engineering team committed to quality, velocity, and customer impact.",know_cd7006247e32,,,
system design,1,0.75,0.75,in-ffcc36a373d8599a,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.26722306,0.0,"KBR strives to create a safer, more secure and sustainable world by bringing together the best and brightest to deliver technologies and solutions that help our customers accomplish their most critical missions and objectives. The Mission Ahead This role is with KBR’s Government Solutions U.S. division.
At KBR Government Solutions, we don't just envision a world that's safer, more secure, and sustainable - we create it.
As stewards of critical missions for the Department of Defense, Intelligence Community, NASA, and other key federal entities, we excel in engineering, logistics, operations, science, program management, mission IT, and cybersecurity.
Our solutions help ensure mission success on land, air, sea, space and cyberspace for the Department of Defense, Intelligence Community, NASA and other federal agencies.
KBR is recruiting full -time Model -Based Systems Engineering (MBSE) Interns for the summer term.
MBSE is the formalized application of modeling to support system requirements, design, analysis, verification and validation.
Who We Are KBR Government Solutions delivers full life cycle professional and technical solutions that improve operational readiness and drive innovation.
At KBR, Model -Based Systems Engineers support government customers in engineering design, acquisitions, and education and training.
Government Secret Security Clearance. Basic Compensation: $19 .00 - $31 .00 per hour (This range is for the Colorado area only).
The offered rate will be based on the selected candidate’s knowledge, skills, abilities and/or experience and in consideration of internal parity.
Belong, Connect and Grow at KBR At KBR, we are passionate about our people and our Zero Harm culture.
KBR is an equal opportunity employer.
All qualified applicants will receive consideration for employment without regard to race, color, religion, disability, sex, sexual orientation, gender identity or expression, age, national origin, veteran status, genetic information, union status and/or beliefs, or any other characteristic protected by federal, state, or local law.
KBR’s areas of expertise include engineering, logistics, operations, science, program management, mission IT and cybersecurity.
Our legacy of delivering advanced full life cycle professional and technical solutions is matched only by our commitment to operational readiness and innovation.",know_4d0a30b00483,,,
quality standards,2,0.75,0.75,in-a48e951226650184,LLM,Quality Assurance & Testing,Moderate_Growth,0.55,0.24950778,0.0,"You will oversee the management of architects, consultants and professional partners within the McCarthy Stone framework, ensuring strong performance, collaboration and accountability across all development partners.
We are proud to have been certified as a Great Place to Work 2022 as well as making the Great Place to Work Wellbeing list!
Through your leadership, you will ensure the consistent delivery of high -quality retirement communities that support McCarthy Stone’s mission to create safe, attractive and well -designed places where people can live independently and enjoy later life. What we are looking for We are seeking an experienced development leader who brings strong strategic thinking, commercial acumen and exceptional stakeholder management skills.
We help our customers have a better later life, so they feel more connected, recognised and valued than ever.
We welcome applications from all, regardless of personal characteristics or background. All applications will be reviewed as soon as they are received, and we hold the right to appoint before the closing date. #LI -DNI As the UK’s leading developer and manager of retirement communities, we provide high quality homes to exacting specifications.
You will also play an important role in supporting the evolution of how we deliver our developments, helping to embed Modern Methods of Construction (MMC), including Light Gauge Steel (LGS) systems, where appropriate to improve build efficiency, sustainability and programme certainty.
You will lead the regional development function, ensuring the portfolio progresses in accordance with programme, investment strategy and quality standards.
About You Are you a strategic development leader with the ability to turn vision into exceptional places to live?
Do you thrive on delivering complex development programmes that balance commercial performance, thoughtful design and community impact?
At McCarthy Stone, we are redefining retirement living.
As the UK’s leading developer and manager of retirement communities, we are committed to creating high -quality homes that enable older people to live independently, happily and with a strong sense of community.
We are looking for an experienced Development Director to lead our North Development team and drive the successful delivery of a portfolio of retirement living developments.
Working closely with colleagues across land, planning, design, construction and sales, you will ensure developments are commercially viable, technically robust and aligned with our customer proposition.
You might currently be a Development Director or Head of Development within housebuilding, property development or construction.
This is a rare and exciting opportunity to play a pivotal role in shaping innovative housing solutions that enrich the lives of our customers.
As part of our commitment to innovation and efficiency, experience or interest in Modern Methods of Construction (MMC) - particularly Light Gauge Steel (LGS) construction systems - would be highly advantageous.
We are continually exploring smarter, more sustainable ways to deliver high -quality developments, and this role will play a key part in supporting that evolution.
You will bring strong leadership, commercial acumen and a passion for delivering high -quality developments that stand the test of time.
We believe in championing the role, wellbeing and happiness of older people in society.
You will oversee the progression of multiple retirement living developments from acquisition through planning, design development and construction, ensuring projects are delivered safely, efficiently and in line with our commercial objectives.
What sets you apart is your ability to combine strategic thinking with operational delivery, leading multidisciplinary teams and external partners to deliver developments that meet commercial, technical and design excellence.
As of November 2021, McCarthy Stone operates 475 developments across the UK for more than 20,000 people.",know_06c6b0d5bfd7,,,
data system,1,0.75,0.75,in-2b0d7561fe568605,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.37164465,0.1858223229646682,"You will work in a team of data engineers to develop data ingestion pipelines, create and mature data processing capabilities that ingest data into a data system used by GenAI applications.
Work includes but not limited to creation of the python code, tests, creation and modification of GitHub Action CICD pipelines, working with multiple cloud infrastructures and docker containers.
Job ID: 106488 - Boston - Chicago - New York City - San Francisco - Silicon Valley + 1 More Do you want to work on complex and pressing challenges—the kind that bring together curious, ambitious, and determined leaders who strive to become better every day?
Your work would include but won't be limited to creation of the python code, tests, creation and modification of CI/CD pipelines, working with multiple cloud infrastructures (AWS, Azure, GCP) and docker containers.
We are looking for a Data Engineer with expertise in Python development, including data workflows, knowledge graphs, and/or generative AI.You would be working closely with software engineers, data scientists, UI/UX designers, and other technologists.",know_f5d1851a7e78,,,
