gold_id,job_id,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,is_overlap,notes,is_correct,type_label,bloom_label,labeler_id
gs_d771400864fe,in-4aab702ede0af613,assess candidates on specific deal mechanics,Hard,Evaluate,0.701,Medium High,LLM,0.8,0.9,False,,,,,
gs_63db303b8fe1,in-4e3bc9e1167b473b,develop scalable distributed systems,Hard,Apply,0.409,Low,LLM,0.85,0.9,False,,,,,
gs_00528793188d,in-989af9a20b8f9ee7,organize design and production effort,Soft,,0.636,Medium,LLM,0.8,0.9,True,,,,,
gs_c2cbf1a9dd9b,in-ffcc36a373d8599a,collaborate with team,Soft,,0.662,Medium,LLM,0.79,0.9,True,,,,,
gs_116dc6cd26c8,in-431768e5d2264d2d,maintain or write plugins for tools,Hard,Create,0.694,Medium,LLM,0.75,0.9,False,,,,,
gs_d8d1fcb53d64,in-f4e53c2111bd6d2b,develop Java applications,Hard,Create,0.677,Medium,LLM,0.83,0.9,False,,,,,
gs_ba4a1c6f018c,in-4cf5479496e4301e,track model performance,Hard,Create,0.674,Medium,LLM,0.81,0.9,False,,,,,
gs_bbfb5eb42ecc,in-14734ee7aab2dff0,collaborate in a team environment,Soft,,0.66,Medium,LLM,0.77,0.9,False,,,,,
gs_0c151bb73a12,in-bae7da04393e2cef,trigger DRC runs,Hard,Apply,0.586,Medium Low,LLM,0.74,0.9,False,,,,,
gs_43fc3f694f72,in-ded3a3347d3bcae7,coordinate with building management and vendors,Soft,,0.61,Medium,LLM,0.81,0.9,False,,,,,
gs_f5be0b185161,in-45b09437e6f9d734,solve complex problems at scale,Hard,Apply,0.696,Medium,LLM,0.76,0.9,False,,,,,
gs_7bfbac2c167a,in-788288259e19ed8a,operate distributed systems,Hard,Evaluate,0.625,Medium,LLM,0.85,0.9,True,,,,,
gs_3abd27ee977b,in-fb45f01ebbc2a223,create SOPs,Hard,Create,0.665,Medium,LLM,0.75,0.9,False,,,,,
gs_43f8f61983a2,in-67e6b59a925f7a89,liaise with learners,Soft,,0.633,Medium,LLM,0.78,0.9,False,,,,,
gs_c74c5df4c343,in-a2a8769491dd2881,strengthen platform reliability,Hard,Apply,0.603,Medium,LLM,0.89,0.9,False,,,,,
gs_d8799b802bda,in-2bf49c3826340f07,grow collection,Hard,Apply,0.569,Medium Low,LLM,0.81,0.9,True,,,,,
gs_00ffe673fac0,in-acd852647e0ad998,"build tools, dashboards and platform",Hard,Create,0.7,Medium High,LLM,0.79,0.9,True,,,,,
gs_067dc20af336,in-54a14ff32d718ad0,identify new business opportunities,Soft,,0.641,Medium,LLM,0.84,0.9,False,,,,,
gs_b5fa4d418e8a,in-92e57e0960d0c733,create technical documentation,Hard,Create,0.713,Medium High,LLM,0.88,0.9,False,,,,,
gs_93943cc2fc87,in-bc40d95a380aa266,drive delivery of maintenance work pieces,Hard,Apply,0.59,Medium Low,LLM,0.78,0.9,False,,,,,
gs_cee39e545bb0,in-ded3a3347d3bcae7,follow through on tasks,Soft,,0.602,Medium,LLM,0.75,0.9,True,,,,,
gs_332808ce1fae,in-17ecef6aa8580020,drive development of hardware products,Hard,Create,0.619,Medium,LLM,0.8,0.9,False,,,,,
gs_4f7a54088819,in-19253c0e90d0d4b7,achieve transformational healthcare improvement,Soft,,0.621,Medium,LLM,0.9,0.9,False,,,,,
gs_f1409c96da27,in-0fcfe59aff7d7b19,ensure quality control,Hard,Analyze,0.702,Medium High,LLM,0.8,0.9,True,,,,,
gs_5bb437e3d31d,in-018a8a6c4578b687,provide post-sale customer support,Soft,,0.612,Medium,LLM,0.83,0.9,False,,,,,
gs_2a1a2bf29dca,in-9378455c1bb091a1,solve problems,Soft,,0.608,Medium,LLM,0.8,0.9,True,,,,,
gs_6e78c70078c1,in-9f2148688a920fb2,work in an agile team,Soft,,0.65,Medium,LLM,0.7,0.9,False,,,,,
gs_8d334291b9fb,in-219553aa7e342a4a,work with product teams,Soft,,0.657,Medium,LLM,0.75,0.9,False,,,,,
gs_81bb2f989e9e,in-e4187db23d86d9a0,pioneer intelligent discovery experiences,Hard,Apply,0.604,Medium,LLM,0.89,0.9,False,,,,,
gs_5769b0e1636f,in-37ed4cd194d9bd61,build a high-performing team,Soft,,0.662,Medium,LLM,0.79,0.9,True,,,,,
gs_981e758f4a12,in-a0fcbae76d831775,focus on security,Hard,Apply,0.586,Medium Low,LLM,0.75,0.9,False,,,,,
gs_52c84a9a35d4,in-487df2b1087d73fa,work collaboratively in a multidisciplinary environment,Soft,,0.643,Medium,LLM,0.85,0.9,False,,,,,
gs_d60758e05084,in-e1f6fb04d77bbcd3,support enterprise property management systems,Hard,Evaluate,0.65,Medium,LLM,0.85,0.9,False,,,,,
gs_bbec44cfa9f7,in-2dbe2c923e947b35,schedule calls,Soft,,0.635,Medium,LLM,0.8,0.9,False,,,,,
gs_0c3b66fe352c,in-795392ba67b03cb2,lead projects,Soft,,0.606,Medium,LLM,0.78,0.9,False,,,,,
gs_1f892a1fb517,in-e1f6fb04d77bbcd3,connect tenant platforms,Hard,Apply,0.675,Medium,LLM,0.82,0.9,False,,,,,
gs_eaa59922e91d,in-ffcc36a373d8599a,support government customers in acquisitions,Hard,Evaluate,0.707,Medium High,LLM,0.84,0.9,False,,,,,
gs_56037aa951d7,in-476230db996030ac,experience structural engineering,Hard,Create,0.606,Medium,LLM,0.9,0.9,False,,,,,
gs_4cf3de5a88ad,in-17ecef6aa8580020,participate in design work,Hard,Create,0.698,Medium,LLM,0.77,0.9,False,,,,,
gs_7b5b9d17c244,in-ded3a3347d3bcae7,ensure confidentiality of sensitive information,Soft,,0.616,Medium,LLM,0.86,0.9,False,,,,,
gs_6c656449a8ba,in-c795d5647c5b2fa6,debug hardware,Hard,Analyze,0.701,Medium High,LLM,0.8,0.9,False,,,,,
gs_ea00457e9c42,in-a0c45f0fdfea2762,provide live-sound support,Hard,Evaluate,0.707,Medium High,LLM,0.84,0.9,False,,,,,
gs_774a57a34549,in-f156d49da1140e9c,strive to advance technology,Soft,,0.607,Medium,LLM,0.79,0.9,False,,,,,
gs_5f7832214294,in-189e4607c218da31,own customer inform/awareness activities,Hard,Apply,0.577,Medium Low,LLM,0.88,0.9,False,,,,,
gs_dd64a7d179ce,in-92e57e0960d0c733,facilitate Agile ceremonies,Hard,Apply,0.598,Medium Low,LLM,0.85,0.9,False,,,,,
gs_0ff687a32c97,in-73b5ece9f9ecc3a9,work closely with architects,Soft,,0.607,Medium,LLM,0.79,0.9,False,,,,,
gs_3127b10c0e0b,in-530771fbfe728d26,"design packaging components to operate reliably in harsh, high-throughput environments",Hard,Create,0.677,Medium,LLM,0.83,0.9,False,,,,,
gs_c4ffd334dea5,in-a778ff74a3735980,prepare information for electrode construction,Hard,Create,0.626,Medium,LLM,0.85,0.9,False,,,,,
gs_5fed4f88495a,in-ee0deef20dee727b,manage environmental performance,Hard,Apply,0.716,Medium High,LLM,0.9,0.9,False,,,,,
gs_94405c0a004d,in-17ecef6aa8580020,own CAD,Hard,Apply,0.579,Medium Low,LLM,0.69,0.9,False,,,,,
gs_16592212426b,in-92e57e0960d0c733,maintain data models,Hard,Create,0.616,Medium,LLM,0.78,0.9,False,,,,,
gs_81fd9ce486b8,in-ded3a3347d3bcae7,assist with employee workspace setup,Hard,Apply,0.618,Medium,LLM,0.79,0.9,True,,,,,
gs_49b7477199e5,in-b717309a36d86a55,produce barrels of oil,Hard,Create,0.693,Medium,LLM,0.74,0.9,False,,,,,
gs_1c6c3286e552,in-35b0fd014582dbaf,collaborate with others,Soft,,0.637,Medium,LLM,0.81,0.9,False,,,,,
gs_4135b2ee15d1,in-6c717e860c5e6516,deliver high-quality analytics,Hard,Apply,0.577,Medium Low,LLM,0.88,0.9,False,,,,,
gs_4374f047969a,in-4aab702ede0af613,own the hiring strategy,Hard,Evaluate,0.613,Medium,LLM,0.75,0.9,True,,,,,
gs_035c0b27ab48,in-801e77fe9dd77c2d,develop working web applications,Hard,Create,0.704,Medium High,LLM,0.82,0.9,False,,,,,
gs_45c855f047ed,in-b717309a36d86a55,manage network switches,Hard,Apply,0.703,Medium High,LLM,0.81,0.9,True,,,,,
gs_e8b6062cd2ab,in-17ecef6aa8580020,perform testing,Hard,Evaluate,0.62,Medium,LLM,0.81,0.9,False,,,,,
gs_a081300a9fdc,in-9da8b8c6e52feb61,ensure effective project delivery,Soft,,0.611,Medium,LLM,0.83,0.9,False,,,,,
gs_410b7aed7ba1,in-c537f69349c9b14d,lead large features from idea to launch,Soft,,0.601,Medium,LLM,0.74,0.9,False,,,,,
gs_33e79f082c31,in-4bd1ca2b1bfdfa6d,develop high-quality data architecture solutions,Hard,Create,0.728,Medium High,LLM,0.98,0.9,False,,,,,
gs_652c1d2e1d3c,in-cc977b538c3a4a86,review performance,Soft,,0.643,Medium,LLM,0.86,0.9,False,,,,,
gs_0268a4ac4a1d,in-63be0cc7d27e5935,perform secretarial and clerical duties,Hard,Apply,0.703,Medium High,LLM,0.81,0.9,False,,,,,
gs_c99a5a330340,in-b580b7c014d5ef12,work with fellow engineers,Soft,,0.605,Medium,LLM,0.77,0.9,False,,,,,
gs_48cfc7844112,in-a48e951226650184,ensure consistent delivery of high-quality retirement communities,Hard,Analyze,0.709,Medium High,LLM,0.85,0.9,True,,,,,
gs_f288bfc1d727,in-219553aa7e342a4a,work with engineering teams,Soft,,0.661,Medium,LLM,0.78,0.9,False,,,,,
gs_d3f080161cb9,in-bbad41219cc740ed,drive lasting growth,Hard,Apply,0.59,Medium Low,LLM,0.78,0.9,False,,,,,
gs_ee60a4bf0cc0,in-67e6b59a925f7a89,work on-site,Soft,,0.631,Medium,LLM,0.77,0.9,False,,,,,
gs_2655649b31ad,in-189e4607c218da31,recommend employee advancement,Soft,,0.647,Medium,LLM,0.88,0.9,False,,,,,
gs_89e0998a15ee,in-431768e5d2264d2d,continuously improve the developer experience,Soft,,0.614,Medium,LLM,0.85,0.9,False,,,,,
gs_0c89c3de7c96,in-368b730dfbfb2c56,use Revit,Hard,Apply,0.69,Medium,LLM,0.72,0.9,False,,,,,
gs_80cf55b41fed,in-1685751ab1e35ff9,meet evolving operational needs,Soft,,0.61,Medium,LLM,0.81,0.9,False,,,,,
gs_1f381cd6b6db,in-795392ba67b03cb2,be proactive,Soft,,0.631,Medium,LLM,0.77,0.9,False,,,,,
gs_d5cd43362837,in-d7d35694d4becf69,work closely with engineers,Soft,,0.606,Medium,LLM,0.78,0.9,True,,,,,
gs_a675abc0e8e3,in-189e4607c218da31,partner with communications committee,Soft,,0.699,Medium,LLM,0.86,0.9,True,,,,,
gs_2d0310b7c477,in-184610fda3276dcc,execute recruitment functions,Hard,Apply,0.682,Medium,LLM,0.87,0.9,False,,,,,
gs_2ab9e1b73b2d,in-120cae709fd91b6b,manage scheduling,Soft,,0.613,Medium,LLM,0.84,0.9,False,,,,,
gs_2a1a47c761c3,in-871bae54762204ea,lead forecasting,Hard,Apply,0.571,Medium Low,LLM,0.83,0.9,True,,,,,
gs_65de778249aa,in-655d9866cfe91a28,handle complex workflows,Hard,Apply,0.595,Medium Low,LLM,0.82,0.9,True,,,,,
gs_6acb6985a80b,in-4aab702ede0af613,audit a candidate’s sales acumen,Hard,Analyze,0.697,Medium,LLM,0.77,0.9,False,,,,,
gs_1da55af29640,in-4249d42ce8b49e38,participate in project lifecycle,Hard,Apply,0.57,Medium Low,LLM,0.82,0.9,False,,,,,
gs_19638b7ae94f,in-7c927f240a50a9cc,turn research-grade ideas into production-ready solutions,Hard,Evaluate,0.627,Medium,LLM,0.86,0.9,False,,,,,
gs_ab3c984ccaa8,in-a77e7fdadad1bd31,communicate corrective actions to leadership,Soft,,0.641,Medium,LLM,0.84,0.9,False,,,,,
gs_534c855c0ae5,in-37ed4cd194d9bd61,deliver complex initiatives,Hard,Apply,0.573,Medium Low,LLM,0.85,0.9,False,,,,,
gs_7626fc1bb353,in-d7d35694d4becf69,produce technical drawings,Hard,Create,0.707,Medium High,LLM,0.84,0.9,False,,,,,
gs_1cb46e152c5f,in-219553aa7e342a4a,build large-scale systems,Hard,Create,0.706,Medium High,LLM,0.83,0.9,False,,,,,
gs_a0a8c3a9bb7a,in-5a117bdee62644fa,create documentation,Hard,Create,0.714,Medium High,LLM,0.89,0.9,False,,,,,
gs_b264f4f7f96e,in-1021728769a1b1b3,influence high-level strategies,Soft,,0.648,Medium,LLM,0.89,0.9,True,,,,,
gs_2e81a4edba05,in-fbb699e18d37f468,deliver impactful analytics,Soft,,0.615,Medium,LLM,0.85,0.9,False,,,,,
gs_c2ee1d7d4780,in-16914020afc5dd69,implement data fusion,Hard,Apply,0.7,Medium High,LLM,0.79,0.9,True,,,,,
gs_881cf0423cbb,in-10c22ca2ab379104,plan for the future,Soft,,0.598,Medium Low,LLM,0.72,0.9,False,,,,,
gs_7b594cfa7277,in-e1f6fb04d77bbcd3,support analytics systems,Hard,Evaluate,0.677,Medium,LLM,0.83,0.9,True,,,,,
gs_74b3be5ab905,in-23d80004b8615742,work cross functionally,Soft,,0.61,Medium,LLM,0.81,0.9,False,,,,,
gs_a9656503875c,in-bae8b479625db1b2,maintain leading class security practices,Hard,Analyze,0.705,Medium High,LLM,0.82,0.9,False,,,,,
gs_12b6dd0171a3,in-bae8b479625db1b2,safeguard company networks and computer systems,Hard,Apply,0.62,Medium,LLM,0.81,0.9,False,,,,,
gs_5df9adabd052,in-92e57e0960d0c733,interface with customers,Soft,,0.634,Medium,LLM,1.0,0.9,False,,,,,
